costcode,week_ending,period_hrs,project_number,project_name
7009200,3/5/2022,7,1300642,Cascade Power Project
7009200,3/5/2022,12,1300642,Cascade Power Project
7009200,9/3/2022,5,1300642,Cascade Power Project
7009200,9/3/2022,5.5,1300642,Cascade Power Project
7009200,9/3/2022,5.5,1300642,Cascade Power Project
7009200,9/3/2022,6,1300642,Cascade Power Project
7009200,9/3/2022,5.5,1300642,Cascade Power Project
7009200,9/3/2022,5.5,1300642,Cascade Power Project
7009200,9/3/2022,5,1300642,Cascade Power Project
7009200,9/3/2022,6,1300642,Cascade Power Project
7009200,9/3/2022,0.5,1300642,Cascade Power Project
7009200,9/3/2022,5,1300642,Cascade Power Project
7009200,9/3/2022,4.5,1300642,Cascade Power Project
7009200,9/3/2022,3,1300642,Cascade Power Project
7009200,9/3/2022,0.5,1300642,Cascade Power Project
7009200,9/3/2022,2.5,1300642,Cascade Power Project
7009200,9/3/2022,3,1300642,Cascade Power Project
7009200,9/3/2022,2,1300642,Cascade Power Project
7009200,9/3/2022,2.5,1300642,Cascade Power Project
7009200,9/3/2022,3.5,1300642,Cascade Power Project
7009200,9/3/2022,4,1300642,Cascade Power Project
7009200,9/3/2022,4,1300642,Cascade Power Project
7009200,9/3/2022,4,1300642,Cascade Power Project
7009200,9/3/2022,0.5,1300642,Cascade Power Project
7009200,9/3/2022,0.5,1300642,Cascade Power Project
7009200,9/3/2022,11,1300642,Cascade Power Project
7009200,9/3/2022,6.5,1300642,Cascade Power Project
7009200,9/3/2022,4,1300642,Cascade Power Project
7009200,9/3/2022,2.5,1300642,Cascade Power Project
7009200,9/3/2022,3.5,1300642,Cascade Power Project
7009200,9/3/2022,3,1300642,Cascade Power Project
7009200,9/3/2022,8,1300642,Cascade Power Project
7009200,9/3/2022,8,1300642,Cascade Power Project
7009200,9/3/2022,2,1300642,Cascade Power Project
7009200,9/3/2022,2.5,1300642,Cascade Power Project
7009200,9/3/2022,13,1300642,Cascade Power Project
7009200,9/3/2022,14,1300642,Cascade Power Project
7009200,9/3/2022,13,1300642,Cascade Power Project
7009200,9/3/2022,5.5,1300642,Cascade Power Project
7009200,9/3/2022,7,1300642,Cascade Power Project
7009200,9/3/2022,2,1300642,Cascade Power Project
7009200,9/3/2022,7,1300642,Cascade Power Project
7009200,9/3/2022,2,1300642,Cascade Power Project
7009200,9/3/2022,5,1300642,Cascade Power Project
7009200,9/3/2022,5,1300642,Cascade Power Project
7009200,9/3/2022,3,1300642,Cascade Power Project
7009200,9/3/2022,1,1300642,Cascade Power Project
7009200,9/3/2022,5.5,1300642,Cascade Power Project
7009200,9/3/2022,3.5,1300642,Cascade Power Project
7009200,9/3/2022,4,1300642,Cascade Power Project
7009200,9/3/2022,6,1300642,Cascade Power Project
7009200,9/3/2022,2.5,1300642,Cascade Power Project
7009200,9/3/2022,4,1300642,Cascade Power Project
7009200,9/3/2022,5.5,1300642,Cascade Power Project
7009200,9/3/2022,0.5,1300642,Cascade Power Project
7009200,9/3/2022,1.5,1300642,Cascade Power Project
7009200,9/3/2022,2,1300642,Cascade Power Project
7009200,9/3/2022,6,1300642,Cascade Power Project
7009200,10/1/2022,52,1300642,Cascade Power Project
7009200,10/8/2022,10.5,1300642,Cascade Power Project
7009200,11/26/2022,18,1300642,Cascade Power Project
7009400,9/25/2021,9,1300642,Cascade Power Project
7009400,9/25/2021,7,1300642,Cascade Power Project
7009400,9/25/2021,9,1300642,Cascade Power Project
7009400,9/25/2021,8,1300642,Cascade Power Project
7009400,9/25/2021,8,1300642,Cascade Power Project
7009400,9/25/2021,30,1300642,Cascade Power Project
7009400,9/25/2021,39,1300642,Cascade Power Project
7009400,9/25/2021,1,1300642,Cascade Power Project
7009400,9/25/2021,6,1300642,Cascade Power Project
7009400,9/25/2021,2,1300642,Cascade Power Project
7009400,9/25/2021,1,1300642,Cascade Power Project
7009400,9/25/2021,3,1300642,Cascade Power Project
7009400,9/25/2021,12,1300642,Cascade Power Project
7009400,9/25/2021,6,1300642,Cascade Power Project
7009400,10/23/2021,10.5,1300642,Cascade Power Project
7009400,10/23/2021,3,1300642,Cascade Power Project
7009400,10/23/2021,6,1300642,Cascade Power Project
9001200,7/31/2021,28.25,1300642,Cascade Power Project
9001200,8/7/2021,22.25,1300642,Cascade Power Project
9001200,8/14/2021,3,1300642,Cascade Power Project
9001200,9/18/2021,54.25,1300642,Cascade Power Project
9001200,9/25/2021,49.75,1300642,Cascade Power Project
9001200,10/2/2021,39.5,1300642,Cascade Power Project
9001200,10/9/2021,12,1300642,Cascade Power Project
9001200,10/16/2021,31,1300642,Cascade Power Project
9001200,10/23/2021,54,1300642,Cascade Power Project
9001200,10/30/2021,124.5,1300642,Cascade Power Project
9001200,11/6/2021,29.5,1300642,Cascade Power Project
9001200,11/13/2021,163.5,1300642,Cascade Power Project
9001200,11/20/2021,134.5,1300642,Cascade Power Project
9001200,11/27/2021,93,1300642,Cascade Power Project
9001200,12/4/2021,84.5,1300642,Cascade Power Project
9001200,12/4/2021,40,1300642,Cascade Power Project
9001200,12/11/2021,102.5,1300642,Cascade Power Project
9001200,12/11/2021,21,1300642,Cascade Power Project
9001200,12/11/2021,58,1300642,Cascade Power Project
9001200,12/18/2021,147.5,1300642,Cascade Power Project
9001200,12/18/2021,3,1300642,Cascade Power Project
9001200,1/8/2022,90,1300642,Cascade Power Project
9001200,1/8/2022,59.5,1300642,Cascade Power Project
9001200,1/8/2022,4,1300642,Cascade Power Project
9001200,1/15/2022,154,1300642,Cascade Power Project
9001200,1/15/2022,241,1300642,Cascade Power Project
9001200,1/15/2022,82,1300642,Cascade Power Project
9001200,1/22/2022,2,1300642,Cascade Power Project
9001200,1/22/2022,115.5,1300642,Cascade Power Project
9001200,1/22/2022,375.75,1300642,Cascade Power Project
9001200,1/29/2022,144,1300642,Cascade Power Project
9001200,1/29/2022,584,1300642,Cascade Power Project
9001200,2/5/2022,422,1300642,Cascade Power Project
9001200,2/5/2022,511,1300642,Cascade Power Project
9001200,2/12/2022,224,1300642,Cascade Power Project
9001200,2/12/2022,249,1300642,Cascade Power Project
9001200,2/19/2022,384.5,1300642,Cascade Power Project
9001200,2/19/2022,554.5,1300642,Cascade Power Project
9001200,2/26/2022,547.5,1300642,Cascade Power Project
9001200,2/26/2022,727.5,1300642,Cascade Power Project
9001200,3/5/2022,40,1300642,Cascade Power Project
9001200,3/5/2022,604.75,1300642,Cascade Power Project
9001200,3/5/2022,746.75,1300642,Cascade Power Project
9001200,3/12/2022,421.5,1300642,Cascade Power Project
9001200,3/12/2022,614,1300642,Cascade Power Project
9001200,3/19/2022,146,1300642,Cascade Power Project
9001200,3/19/2022,591,1300642,Cascade Power Project
9001200,3/19/2022,674,1300642,Cascade Power Project
9001200,3/19/2022,9,1300642,Cascade Power Project
9001200,3/26/2022,158.5,1300642,Cascade Power Project
9001200,3/26/2022,603.75,1300642,Cascade Power Project
9001200,3/26/2022,585.5,1300642,Cascade Power Project
9001200,4/2/2022,198.5,1300642,Cascade Power Project
9001200,4/2/2022,596.5,1300642,Cascade Power Project
9001200,4/2/2022,660.5,1300642,Cascade Power Project
9001200,4/9/2022,159.5,1300642,Cascade Power Project
9001200,4/9/2022,551.5,1300642,Cascade Power Project
9001200,4/9/2022,522.4,1300642,Cascade Power Project
9001200,4/16/2022,186,1300642,Cascade Power Project
9001200,4/16/2022,618,1300642,Cascade Power Project
9001200,4/16/2022,653,1300642,Cascade Power Project
9001200,4/23/2022,176,1300642,Cascade Power Project
9001200,4/23/2022,621,1300642,Cascade Power Project
9001200,4/23/2022,628,1300642,Cascade Power Project
9001200,4/30/2022,204,1300642,Cascade Power Project
9001200,4/30/2022,628.5,1300642,Cascade Power Project
9001200,4/30/2022,714,1300642,Cascade Power Project
9001200,4/30/2022,138,1300642,Cascade Power Project
9001200,4/30/2022,255.5,1300642,Cascade Power Project
9001200,5/7/2022,185,1300642,Cascade Power Project
9001200,5/7/2022,534.9,1300642,Cascade Power Project
9001200,5/7/2022,583.5,1300642,Cascade Power Project
9001200,5/7/2022,167.5,1300642,Cascade Power Project
9001200,5/7/2022,322,1300642,Cascade Power Project
9001200,5/14/2022,173.5,1300642,Cascade Power Project
9001200,5/14/2022,600,1300642,Cascade Power Project
9001200,5/14/2022,684,1300642,Cascade Power Project
9001200,5/14/2022,173.5,1300642,Cascade Power Project
9001200,5/14/2022,596,1300642,Cascade Power Project
9001200,5/21/2022,160,1300642,Cascade Power Project
9001200,5/21/2022,528,1300642,Cascade Power Project
9001200,5/21/2022,583,1300642,Cascade Power Project
9001200,5/21/2022,154.5,1300642,Cascade Power Project
9001200,5/21/2022,547,1300642,Cascade Power Project
9001200,5/21/2022,10,1300642,Cascade Power Project
9001200,5/28/2022,328,1300642,Cascade Power Project
9001200,5/28/2022,0.5,1300642,Cascade Power Project
9001200,5/28/2022,536.25,1300642,Cascade Power Project
9001200,5/28/2022,642.5,1300642,Cascade Power Project
9001200,5/28/2022,159,1300642,Cascade Power Project
9001200,5/28/2022,566.5,1300642,Cascade Power Project
9001200,6/4/2022,333.5,1300642,Cascade Power Project
9001200,6/4/2022,166.25,1300642,Cascade Power Project
9001200,6/4/2022,612.5,1300642,Cascade Power Project
9001200,6/4/2022,150.5,1300642,Cascade Power Project
9001200,6/4/2022,576,1300642,Cascade Power Project
9001200,6/11/2022,308.5,1300642,Cascade Power Project
9001200,6/11/2022,5.5,1300642,Cascade Power Project
9001200,6/11/2022,641.25,1300642,Cascade Power Project
9001200,6/11/2022,599,1300642,Cascade Power Project
9001200,6/11/2022,153.5,1300642,Cascade Power Project
9001200,6/11/2022,620,1300642,Cascade Power Project
9001200,6/18/2022,381,1300642,Cascade Power Project
9001200,6/18/2022,649,1300642,Cascade Power Project
9001200,6/18/2022,594.5,1300642,Cascade Power Project
9001200,6/18/2022,144.5,1300642,Cascade Power Project
9001200,6/18/2022,599.5,1300642,Cascade Power Project
9001200,6/18/2022,4,1300642,Cascade Power Project
9001200,6/25/2022,427.5,1300642,Cascade Power Project
9001200,6/25/2022,584.5,1300642,Cascade Power Project
9001200,6/25/2022,577,1300642,Cascade Power Project
9001200,6/25/2022,165.5,1300642,Cascade Power Project
9001200,6/25/2022,628.5,1300642,Cascade Power Project
9001200,7/2/2022,6.5,1300642,Cascade Power Project
9001200,7/2/2022,270.5,1300642,Cascade Power Project
9001200,7/2/2022,30,1300642,Cascade Power Project
9001200,7/2/2022,468,1300642,Cascade Power Project
9001200,7/2/2022,470,1300642,Cascade Power Project
9001200,7/2/2022,124,1300642,Cascade Power Project
9001200,7/2/2022,478,1300642,Cascade Power Project
9001200,7/9/2022,20.5,1300642,Cascade Power Project
9001200,7/9/2022,282.8,1300642,Cascade Power Project
9001200,7/9/2022,60,1300642,Cascade Power Project
9001200,7/9/2022,463.5,1300642,Cascade Power Project
9001200,7/9/2022,625,1300642,Cascade Power Project
9001200,7/9/2022,146,1300642,Cascade Power Project
9001200,7/9/2022,561.5,1300642,Cascade Power Project
9001200,7/16/2022,60,1300642,Cascade Power Project
9001200,7/16/2022,345.5,1300642,Cascade Power Project
9001200,7/16/2022,564.5,1300642,Cascade Power Project
9001200,7/16/2022,655.5,1300642,Cascade Power Project
9001200,7/16/2022,192,1300642,Cascade Power Project
9001200,7/16/2022,6.5,1300642,Cascade Power Project
9001200,7/16/2022,610.5,1300642,Cascade Power Project
9001200,7/23/2022,57,1300642,Cascade Power Project
9001200,7/23/2022,269.5,1300642,Cascade Power Project
9001200,7/23/2022,661,1300642,Cascade Power Project
9001200,7/23/2022,631.5,1300642,Cascade Power Project
9001200,7/23/2022,204.5,1300642,Cascade Power Project
9001200,7/23/2022,583,1300642,Cascade Power Project
9001200,7/30/2022,286,1300642,Cascade Power Project
9001200,7/30/2022,575,1300642,Cascade Power Project
9001200,7/30/2022,821,1300642,Cascade Power Project
9001200,7/30/2022,184,1300642,Cascade Power Project
9001200,7/30/2022,640.25,1300642,Cascade Power Project
9001200,8/6/2022,347.75,1300642,Cascade Power Project
9001200,8/6/2022,620.5,1300642,Cascade Power Project
9001200,8/6/2022,1467.5,1300642,Cascade Power Project
9001200,8/6/2022,301.5,1300642,Cascade Power Project
9001200,8/6/2022,626.5,1300642,Cascade Power Project
9001200,8/13/2022,333,1300642,Cascade Power Project
9001200,8/13/2022,633.5,1300642,Cascade Power Project
9001200,8/13/2022,1154.5,1300642,Cascade Power Project
9001200,8/13/2022,279,1300642,Cascade Power Project
9001200,8/13/2022,575,1300642,Cascade Power Project
9001200,8/20/2022,8,1300642,Cascade Power Project
9001200,8/20/2022,339,1300642,Cascade Power Project
9001200,8/20/2022,137,1300642,Cascade Power Project
9001200,8/20/2022,45,1300642,Cascade Power Project
9001200,8/20/2022,449,1300642,Cascade Power Project
9001200,8/20/2022,537,1300642,Cascade Power Project
9001200,8/20/2022,727.5,1300642,Cascade Power Project
9001200,8/20/2022,216,1300642,Cascade Power Project
9001200,8/20/2022,759,1300642,Cascade Power Project
9001200,8/27/2022,0.5,1300642,Cascade Power Project
9001200,8/27/2022,389.5,1300642,Cascade Power Project
9001200,8/27/2022,49.5,1300642,Cascade Power Project
9001200,8/27/2022,121,1300642,Cascade Power Project
9001200,8/27/2022,622.5,1300642,Cascade Power Project
9001200,8/27/2022,609,1300642,Cascade Power Project
9001200,8/27/2022,665.25,1300642,Cascade Power Project
9001200,8/27/2022,209.5,1300642,Cascade Power Project
9001200,8/27/2022,200,1300642,Cascade Power Project
9001200,8/27/2022,678.25,1300642,Cascade Power Project
9001200,9/3/2022,2,1300642,Cascade Power Project
9001200,9/3/2022,434,1300642,Cascade Power Project
9001200,9/3/2022,49.5,1300642,Cascade Power Project
9001200,9/3/2022,210.25,1300642,Cascade Power Project
9001200,9/3/2022,666.5,1300642,Cascade Power Project
9001200,9/3/2022,539.5,1300642,Cascade Power Project
9001200,9/3/2022,737.5,1300642,Cascade Power Project
9001200,9/3/2022,117,1300642,Cascade Power Project
9001200,9/3/2022,230,1300642,Cascade Power Project
9001200,9/3/2022,53,1300642,Cascade Power Project
9001200,9/3/2022,353,1300642,Cascade Power Project
9001200,9/3/2022,797,1300642,Cascade Power Project
9001200,9/10/2022,3,1300642,Cascade Power Project
9001200,9/10/2022,456,1300642,Cascade Power Project
9001200,9/10/2022,48.5,1300642,Cascade Power Project
9001200,9/10/2022,661.75,1300642,Cascade Power Project
9001200,9/10/2022,594,1300642,Cascade Power Project
9001200,9/10/2022,717,1300642,Cascade Power Project
9001200,9/10/2022,48,1300642,Cascade Power Project
9001200,9/10/2022,259,1300642,Cascade Power Project
9001200,9/10/2022,388.5,1300642,Cascade Power Project
9001200,9/10/2022,868,1300642,Cascade Power Project
9001200,9/17/2022,4.5,1300642,Cascade Power Project
9001200,9/17/2022,423,1300642,Cascade Power Project
9001200,9/17/2022,49,1300642,Cascade Power Project
9001200,9/17/2022,691.75,1300642,Cascade Power Project
9001200,9/17/2022,605.5,1300642,Cascade Power Project
9001200,9/17/2022,714,1300642,Cascade Power Project
9001200,9/17/2022,49.5,1300642,Cascade Power Project
9001200,9/17/2022,212.5,1300642,Cascade Power Project
9001200,9/17/2022,432,1300642,Cascade Power Project
9001200,9/17/2022,943.5,1300642,Cascade Power Project
9001200,9/24/2022,1,1300642,Cascade Power Project
9001200,9/24/2022,393,1300642,Cascade Power Project
9001200,9/24/2022,50.5,1300642,Cascade Power Project
9001200,9/24/2022,708,1300642,Cascade Power Project
9001200,9/24/2022,600.75,1300642,Cascade Power Project
9001200,9/24/2022,659.5,1300642,Cascade Power Project
9001200,9/24/2022,48,1300642,Cascade Power Project
9001200,9/24/2022,194,1300642,Cascade Power Project
9001200,9/24/2022,425.5,1300642,Cascade Power Project
9001200,9/24/2022,630.5,1300642,Cascade Power Project
9001200,10/1/2022,2.5,1300642,Cascade Power Project
9001200,10/1/2022,467.1,1300642,Cascade Power Project
9001200,10/1/2022,50,1300642,Cascade Power Project
9001200,10/1/2022,872.5,1300642,Cascade Power Project
9001200,10/1/2022,496.25,1300642,Cascade Power Project
9001200,10/1/2022,694.5,1300642,Cascade Power Project
9001200,10/1/2022,52.5,1300642,Cascade Power Project
9001200,10/1/2022,208.5,1300642,Cascade Power Project
9001200,10/1/2022,375.5,1300642,Cascade Power Project
9001200,10/1/2022,752.5,1300642,Cascade Power Project
9001200,10/8/2022,517,1300642,Cascade Power Project
9001200,10/8/2022,60,1300642,Cascade Power Project
9001200,10/8/2022,607.5,1300642,Cascade Power Project
9001200,10/8/2022,493,1300642,Cascade Power Project
9001200,10/8/2022,648.75,1300642,Cascade Power Project
9001200,10/8/2022,48,1300642,Cascade Power Project
9001200,10/8/2022,159.5,1300642,Cascade Power Project
9001200,10/8/2022,511,1300642,Cascade Power Project
9001200,10/8/2022,701,1300642,Cascade Power Project
9001200,10/15/2022,372.5,1300642,Cascade Power Project
9001200,10/15/2022,50,1300642,Cascade Power Project
9001200,10/15/2022,634.9,1300642,Cascade Power Project
9001200,10/15/2022,527.25,1300642,Cascade Power Project
9001200,10/15/2022,666,1300642,Cascade Power Project
9001200,10/15/2022,51.5,1300642,Cascade Power Project
9001200,10/15/2022,181.5,1300642,Cascade Power Project
9001200,10/15/2022,742.5,1300642,Cascade Power Project
9001200,10/15/2022,771.5,1300642,Cascade Power Project
9001200,10/22/2022,468.5,1300642,Cascade Power Project
9001200,10/22/2022,60,1300642,Cascade Power Project
9001200,10/22/2022,579.5,1300642,Cascade Power Project
9001200,10/22/2022,487,1300642,Cascade Power Project
9001200,10/22/2022,682.5,1300642,Cascade Power Project
9001200,10/22/2022,471.5,1300642,Cascade Power Project
9001200,10/22/2022,159.75,1300642,Cascade Power Project
9001200,10/22/2022,436,1300642,Cascade Power Project
9001200,10/22/2022,10.5,1300642,Cascade Power Project
9001200,10/22/2022,778.5,1300642,Cascade Power Project
9001200,10/29/2022,2,1300642,Cascade Power Project
9001200,10/29/2022,475,1300642,Cascade Power Project
9001200,10/29/2022,49.5,1300642,Cascade Power Project
9001200,10/29/2022,570.5,1300642,Cascade Power Project
9001200,10/29/2022,522.5,1300642,Cascade Power Project
9001200,10/29/2022,721,1300642,Cascade Power Project
9001200,10/29/2022,472,1300642,Cascade Power Project
9001200,10/29/2022,141.5,1300642,Cascade Power Project
9001200,10/29/2022,463.5,1300642,Cascade Power Project
9001200,10/29/2022,824,1300642,Cascade Power Project
9001200,11/5/2022,515.75,1300642,Cascade Power Project
9001200,11/5/2022,70,1300642,Cascade Power Project
9001200,11/5/2022,611.5,1300642,Cascade Power Project
9001200,11/5/2022,528,1300642,Cascade Power Project
9001200,11/5/2022,658.25,1300642,Cascade Power Project
9001200,11/5/2022,44,1300642,Cascade Power Project
9001200,11/5/2022,146,1300642,Cascade Power Project
9001200,11/5/2022,457,1300642,Cascade Power Project
9001200,11/5/2022,737,1300642,Cascade Power Project
9001200,11/12/2022,568.75,1300642,Cascade Power Project
9001200,11/12/2022,98.5,1300642,Cascade Power Project
9001200,11/12/2022,16,1300642,Cascade Power Project
9001200,11/12/2022,40,1300642,Cascade Power Project
9001200,11/12/2022,533.5,1300642,Cascade Power Project
9001200,11/12/2022,606.5,1300642,Cascade Power Project
9001200,11/12/2022,583.5,1300642,Cascade Power Project
9001200,11/12/2022,10,1300642,Cascade Power Project
9001200,11/12/2022,152.5,1300642,Cascade Power Project
9001200,11/12/2022,501,1300642,Cascade Power Project
9001200,11/12/2022,661,1300642,Cascade Power Project
9001200,11/19/2022,571,1300642,Cascade Power Project
9001200,11/19/2022,9,1300642,Cascade Power Project
9001200,11/19/2022,50,1300642,Cascade Power Project
9001200,11/19/2022,419,1300642,Cascade Power Project
9001200,11/19/2022,421,1300642,Cascade Power Project
9001200,11/19/2022,573,1300642,Cascade Power Project
9001200,11/19/2022,107.5,1300642,Cascade Power Project
9001200,11/19/2022,667.5,1300642,Cascade Power Project
9001200,11/19/2022,890.5,1300642,Cascade Power Project
9001200,11/19/2022,1,1300642,Cascade Power Project
9001200,11/26/2022,1,1300642,Cascade Power Project
9001200,11/26/2022,606.9,1300642,Cascade Power Project
9001200,11/26/2022,7.5,1300642,Cascade Power Project
9001200,11/26/2022,50,1300642,Cascade Power Project
9001200,11/26/2022,489.5,1300642,Cascade Power Project
9001200,11/26/2022,6,1300642,Cascade Power Project
9001200,11/26/2022,515,1300642,Cascade Power Project
9001200,11/26/2022,638.5,1300642,Cascade Power Project
9001200,11/26/2022,143,1300642,Cascade Power Project
9001200,11/26/2022,789,1300642,Cascade Power Project
9001200,11/26/2022,956,1300642,Cascade Power Project
9001200,12/3/2022,523.5,1300642,Cascade Power Project
9001200,12/3/2022,50,1300642,Cascade Power Project
9001200,12/3/2022,422.75,1300642,Cascade Power Project
9001200,12/3/2022,10.5,1300642,Cascade Power Project
9001200,12/3/2022,508,1300642,Cascade Power Project
9001200,12/3/2022,378,1300642,Cascade Power Project
9001200,12/3/2022,83,1300642,Cascade Power Project
9001200,12/3/2022,256.5,1300642,Cascade Power Project
9001200,12/3/2022,567,1300642,Cascade Power Project
9001200,12/10/2022,2,1300642,Cascade Power Project
9001200,12/10/2022,534.5,1300642,Cascade Power Project
9001200,12/10/2022,49.5,1300642,Cascade Power Project
9001200,12/10/2022,482.5,1300642,Cascade Power Project
9001200,12/10/2022,420,1300642,Cascade Power Project
9001200,12/10/2022,136.5,1300642,Cascade Power Project
9001200,12/10/2022,103,1300642,Cascade Power Project
9001200,12/10/2022,849.5,1300642,Cascade Power Project
9001200,12/10/2022,728,1300642,Cascade Power Project
9001200,12/17/2022,19,1300642,Cascade Power Project
9001200,12/17/2022,580.1,1300642,Cascade Power Project
9001200,12/17/2022,70,1300642,Cascade Power Project
9001200,12/17/2022,727.4,1300642,Cascade Power Project
9001200,12/17/2022,739.5,1300642,Cascade Power Project
9001200,12/17/2022,743.5,1300642,Cascade Power Project
9001200,12/17/2022,143,1300642,Cascade Power Project
9001200,12/17/2022,821,1300642,Cascade Power Project
9001200,12/17/2022,677,1300642,Cascade Power Project
9001200,12/24/2022,141.75,1300642,Cascade Power Project
9001200,12/24/2022,20,1300642,Cascade Power Project
9001200,12/24/2022,158.5,1300642,Cascade Power Project
9001200,12/24/2022,215,1300642,Cascade Power Project
9001200,12/24/2022,215,1300642,Cascade Power Project
9001200,12/24/2022,15,1300642,Cascade Power Project
9001200,12/24/2022,102.5,1300642,Cascade Power Project
9001200,12/24/2022,65,1300642,Cascade Power Project
9001200,12/31/2022,40,1300642,Cascade Power Project
9001200,1/7/2023,392,1300642,Cascade Power Project
9001200,1/7/2023,49.5,1300642,Cascade Power Project
9001200,1/7/2023,493,1300642,Cascade Power Project
9001200,1/7/2023,20,1300642,Cascade Power Project
9001200,1/7/2023,20,1300642,Cascade Power Project
9001200,1/7/2023,456.5,1300642,Cascade Power Project
9001200,1/7/2023,578,1300642,Cascade Power Project
9001200,1/7/2023,210,1300642,Cascade Power Project
9001200,1/7/2023,105.5,1300642,Cascade Power Project
9001200,1/7/2023,442,1300642,Cascade Power Project
9001200,1/7/2023,748,1300642,Cascade Power Project
9001200,1/14/2023,445.5,1300642,Cascade Power Project
9001200,1/14/2023,218.75,1300642,Cascade Power Project
9001200,1/14/2023,471,1300642,Cascade Power Project
9001200,1/14/2023,507,1300642,Cascade Power Project
9001200,1/14/2023,576,1300642,Cascade Power Project
9001200,1/14/2023,572.5,1300642,Cascade Power Project
9001200,1/14/2023,95.9,1300642,Cascade Power Project
9001200,1/14/2023,425,1300642,Cascade Power Project
9001200,1/14/2023,494,1300642,Cascade Power Project
9001200,1/21/2023,377,1300642,Cascade Power Project
9001200,1/21/2023,198,1300642,Cascade Power Project
9001200,1/21/2023,426,1300642,Cascade Power Project
9001200,1/21/2023,572,1300642,Cascade Power Project
9001200,1/21/2023,671,1300642,Cascade Power Project
9001200,1/21/2023,614.5,1300642,Cascade Power Project
9001200,1/21/2023,103,1300642,Cascade Power Project
9001200,1/21/2023,442,1300642,Cascade Power Project
9001200,1/21/2023,385,1300642,Cascade Power Project
9001200,1/21/2023,4,1300642,Cascade Power Project
9001200,1/28/2023,477.25,1300642,Cascade Power Project
9001200,1/28/2023,50,1300642,Cascade Power Project
9001200,1/28/2023,653,1300642,Cascade Power Project
9001200,1/28/2023,619,1300642,Cascade Power Project
9001200,1/28/2023,624,1300642,Cascade Power Project
9001200,1/28/2023,428.5,1300642,Cascade Power Project
9001200,1/28/2023,59,1300642,Cascade Power Project
9001200,1/28/2023,531.5,1300642,Cascade Power Project
9001200,1/28/2023,399.5,1300642,Cascade Power Project
9001200,1/28/2023,8,1300642,Cascade Power Project
9001200,2/4/2023,448.8,1300642,Cascade Power Project
9001200,2/4/2023,50,1300642,Cascade Power Project
9001200,2/4/2023,672,1300642,Cascade Power Project
9001200,2/4/2023,655,1300642,Cascade Power Project
9001200,2/4/2023,608.5,1300642,Cascade Power Project
9001200,2/4/2023,481.5,1300642,Cascade Power Project
9001200,2/4/2023,103,1300642,Cascade Power Project
9001200,2/4/2023,635,1300642,Cascade Power Project
9001200,2/4/2023,526.5,1300642,Cascade Power Project
9001200,2/11/2023,30.5,1300642,Cascade Power Project
9001200,2/11/2023,573.75,1300642,Cascade Power Project
9001200,2/11/2023,49,1300642,Cascade Power Project
9001200,2/11/2023,508,1300642,Cascade Power Project
9001200,2/11/2023,505,1300642,Cascade Power Project
9001200,2/11/2023,565.5,1300642,Cascade Power Project
9001200,2/11/2023,513,1300642,Cascade Power Project
9001200,2/11/2023,104,1300642,Cascade Power Project
9001200,2/11/2023,492,1300642,Cascade Power Project
9001200,2/11/2023,528.25,1300642,Cascade Power Project
9001200,2/11/2023,5,1300642,Cascade Power Project
9001200,2/18/2023,677.75,1300642,Cascade Power Project
9001200,2/18/2023,30,1300642,Cascade Power Project
9001200,2/18/2023,494,1300642,Cascade Power Project
9001200,2/18/2023,669.5,1300642,Cascade Power Project
9001200,2/18/2023,659.5,1300642,Cascade Power Project
9001200,2/18/2023,599.5,1300642,Cascade Power Project
9001200,2/18/2023,103,1300642,Cascade Power Project
9001200,2/18/2023,545,1300642,Cascade Power Project
9001200,2/18/2023,413,1300642,Cascade Power Project
9001200,2/25/2023,3,1300642,Cascade Power Project
9001200,2/25/2023,626.75,1300642,Cascade Power Project
9001200,2/25/2023,40,1300642,Cascade Power Project
9001200,2/25/2023,607,1300642,Cascade Power Project
9001200,2/25/2023,467.5,1300642,Cascade Power Project
9001200,2/25/2023,628,1300642,Cascade Power Project
9001200,2/25/2023,499.5,1300642,Cascade Power Project
9001200,2/25/2023,92.5,1300642,Cascade Power Project
9001200,2/25/2023,642,1300642,Cascade Power Project
9001200,2/25/2023,501,1300642,Cascade Power Project
9001200,3/4/2023,663.5,1300642,Cascade Power Project
9001200,3/4/2023,50,1300642,Cascade Power Project
9001200,3/4/2023,592,1300642,Cascade Power Project
9001200,3/4/2023,507.25,1300642,Cascade Power Project
9001200,3/4/2023,649.5,1300642,Cascade Power Project
9001200,3/4/2023,579.65,1300642,Cascade Power Project
9001200,3/4/2023,103,1300642,Cascade Power Project
9001200,3/4/2023,631,1300642,Cascade Power Project
9001200,3/4/2023,633.75,1300642,Cascade Power Project
9001200,3/4/2023,6,1300642,Cascade Power Project
9001200,3/11/2023,557.5,1300642,Cascade Power Project
9001200,3/11/2023,193,1300642,Cascade Power Project
9001200,3/11/2023,478.5,1300642,Cascade Power Project
9001200,3/11/2023,607.5,1300642,Cascade Power Project
9001200,3/11/2023,638,1300642,Cascade Power Project
9001200,3/11/2023,535.5,1300642,Cascade Power Project
9001200,3/11/2023,96,1300642,Cascade Power Project
9001200,3/11/2023,473.5,1300642,Cascade Power Project
9001200,3/11/2023,759,1300642,Cascade Power Project
9001200,3/18/2023,493.25,1300642,Cascade Power Project
9001200,3/18/2023,186,1300642,Cascade Power Project
